@relation R_data_frame-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute Class {1,2}

@data
0.186667,0.25974,0.239437,0.260274,0.208333,0.162162,0.189189,0.2,0.197802,0.345238,0.367816,0.37931,0.311111,0.197917,0.044444,0.11236,0.176471,0.202532,0.226667,0.211268,0.149425,0.086022,0.038961,0.048193,0.295455,0.216667,0.40694,0.405145,0.39172,0.37299,0.357827,0.342767,0.310345,0.285714,0.321321,0.36,0.388298,0.396907,0.389027,0.381188,0.394015,0.406566,0.422222,0.424691,0.389474,0.363889,0.337209,0.344214,0.341176,0.298462,0.403509,0.351351,0.382911,0.525253,0.50568,0.206408,0.362543,0.373563,0.222222,0.580789,0.183665,0.327273,0.393939,0.323232,0.669693,0.24251,0.350515,0.541772,0.579061,0.413333,0.618182,0.0,1
0.106667,0.12987,0.112676,0.054795,0.236111,0.243243,0.297297,0.386667,0.263736,0.214286,0.149425,0.183908,0.233333,0.197917,0.233333,0.224719,0.223529,0.139241,0.08,0.042254,0.08046,0.053763,0.116883,0.144578,0.238636,0.166667,0.309148,0.305466,0.315287,0.324759,0.345048,0.374214,0.369906,0.355623,0.339339,0.28,0.244681,0.219072,0.21197,0.19802,0.187032,0.191919,0.222222,0.254321,0.25,0.244444,0.244186,0.267062,0.282353,0.292308,0.200501,0.246246,0.329114,0.30303,0.445966,0.387481,0.347079,0.33908,0.181818,0.465703,0.5013,0.29697,0.316017,0.161616,0.627793,0.500975,0.309278,0.468861,0.529964,0.413333,0.490909,0.025666,1
0.28,0.25974,0.323944,0.328767,0.347222,0.432432,0.418919,0.4,0.43956,0.52381,0.586207,0.586207,0.544444,0.489583,0.488889,0.438202,0.4,0.367089,0.32,0.183099,0.091954,0.16129,0.155844,0.168675,0.5,0.433333,0.328076,0.337621,0.347134,0.363344,0.367412,0.361635,0.329154,0.291793,0.255255,0.24,0.24734,0.247423,0.256858,0.267327,0.276808,0.287879,0.311111,0.328395,0.302632,0.275,0.244186,0.255193,0.258824,0.24,0.288221,0.267267,0.272152,0.79798,0.60268,0.30303,0.340206,0.137931,0.686869,0.546501,0.404307,0.230303,0.082251,0.313131,0.524965,0.482716,0.14433,0.759494,0.808664,0.453333,0.545455,0.0,1
0.146667,0.142857,0.309859,0.232877,0.25,0.243243,0.216216,0.28,0.274725,0.285714,0.252874,0.37931,0.333333,0.354167,0.411111,0.359551,0.317647,0.303797,0.186667,0.070423,0.011494,0.010753,0.012987,0.0,0.340909,0.25,0.223975,0.22508,0.238854,0.22508,0.217252,0.216981,0.197492,0.182371,0.198198,0.231429,0.284574,0.298969,0.309227,0.316832,0.326683,0.340909,0.365432,0.382716,0.35,0.305556,0.287791,0.264095,0.270588,0.252308,0.343358,0.252252,0.213608,0.59596,0.535974,0.289866,0.388316,0.172414,0.242424,0.683654,0.252946,0.243939,0.238095,0.212121,0.675628,0.200319,0.206186,0.528608,0.597834,0.506667,0.563636,0.0,1
0.013333,0.038961,0.014085,0.013699,0.0,0.013514,0.040541,0.066667,0.054945,0.095238,0.195402,0.37931,0.411111,0.333333,0.366667,0.370787,0.470588,0.43038,0.346667,0.309859,0.172414,0.16129,0.155844,0.120482,0.386364,0.216667,0.274448,0.308682,0.299363,0.286174,0.27476,0.27673,0.257053,0.240122,0.285285,0.314286,0.361702,0.435567,0.44389,0.45297,0.476309,0.467172,0.449383,0.441975,0.418421,0.394444,0.392442,0.403561,0.426471,0.44,0.473684,0.357357,0.335443,0.40404,0.681328,0.35842,0.436426,0.287356,0.363636,0.736496,0.265542,0.372727,0.264069,0.212121,0.651362,0.298883,0.329897,0.606582,0.628159,0.506667,0.490909,0.0,1
0.106667,0.090909,0.112676,0.136986,0.236111,0.202703,0.054054,0.146667,0.164835,0.166667,0.206897,0.264368,0.422222,0.416667,0.577778,0.561798,0.541176,0.506329,0.573333,0.507042,0.402299,0.354839,0.415584,0.481928,0.511364,0.383333,0.485804,0.5209,0.525478,0.543408,0.555911,0.559748,0.557994,0.531915,0.516517,0.497143,0.489362,0.474227,0.486284,0.556931,0.573566,0.578283,0.567901,0.575309,0.576316,0.572222,0.581395,0.605341,0.623529,0.64,0.573935,0.543544,0.458861,0.636364,0.748034,0.600596,0.493127,0.404215,0.121212,0.733678,0.340309,0.460606,0.350649,0.171717,0.725384,0.28346,0.43299,0.550886,0.729242,0.48,0.454545,0.0,1
0.48,0.480519,0.394366,0.369863,0.444444,0.418919,0.351351,0.44,0.527473,0.678571,0.666667,0.816092,0.377778,0.625,0.455556,0.426966,0.329412,0.417722,0.333333,0.549296,0.436782,0.526882,0.545455,0.421687,0.727273,0.6,0.665615,0.684887,0.700637,0.713826,0.728435,0.710692,0.670846,0.638298,0.624625,0.588571,0.542553,0.487113,0.396509,0.334158,0.349127,0.368687,0.409877,0.444444,0.444737,0.444444,0.44186,0.430267,0.420588,0.406154,0.448622,0.507508,0.506329,0.919192,0.550248,0.693244,0.475945,0.48659,0.171717,0.664631,0.738724,0.493939,0.329004,0.373737,0.678946,0.619748,0.463918,0.703291,0.881588,0.413333,0.4,0.099758,1
0.373333,0.38961,0.422535,0.424658,0.388889,0.378378,0.364865,0.373333,0.428571,0.535714,0.505747,0.402299,0.4,0.375,0.366667,0.41573,0.376471,0.35443,0.16,0.098592,0.057471,0.021505,0.051948,0.024096,0.431818,0.366667,0.410095,0.395498,0.38535,0.376206,0.380192,0.367925,0.338558,0.325228,0.336336,0.342857,0.361702,0.365979,0.369077,0.378713,0.389027,0.409091,0.42716,0.444444,0.415789,0.363889,0.337209,0.332344,0.332353,0.304615,0.406015,0.354354,0.474684,0.474747,1.0,0.316692,0.304124,0.310345,0.59596,0.902067,0.575579,0.290909,0.480519,0.555556,0.432829,0.47545,0.309278,0.683544,0.618051,0.346667,0.4,0.0,1
0.013333,0.012987,0.126761,0.054795,0.111111,0.081081,0.054054,0.213333,0.164835,0.357143,0.528736,0.494253,0.511111,0.427083,0.455556,0.47191,0.423529,0.291139,0.36,0.169014,0.114943,0.129032,0.285714,0.156627,0.431818,0.283333,0.321767,0.318328,0.308917,0.318328,0.322684,0.352201,0.310345,0.337386,0.396396,0.451429,0.484043,0.476804,0.461347,0.440594,0.426434,0.401515,0.385185,0.4,0.381579,0.388889,0.401163,0.406528,0.429412,0.44,0.428571,0.378378,0.411392,0.20202,0.612875,0.285643,0.47079,0.396552,0.090909,0.716064,0.423811,0.398485,0.372294,0.171717,0.704434,0.543521,0.402062,0.402025,0.509747,0.506667,0.709091,0.0,1
0.146667,0.155844,0.225352,0.164384,0.194444,0.216216,0.310811,0.213333,0.175824,0.25,0.310345,0.172414,0.1,0.09375,0.133333,0.033708,0.082353,0.075949,0.226667,0.239437,0.16092,0.086022,0.090909,0.168675,0.215909,0.166667,0.444795,0.430868,0.417197,0.398714,0.386581,0.386792,0.369906,0.352584,0.357357,0.4,0.43883,0.430412,0.431421,0.428218,0.418953,0.441919,0.469136,0.479012,0.444737,0.416667,0.401163,0.397626,0.405882,0.412308,0.448622,0.402402,0.367089,0.444444,0.535683,0.441878,0.477663,0.203065,0.424242,0.710427,0.509346,0.387879,0.17316,0.242424,0.717004,0.476334,0.298969,0.673418,0.72491,0.506667,0.490909,0.0,1
0.16,0.025974,0.169014,0.164384,0.166667,0.22973,0.256757,0.293333,0.384615,0.392857,0.436782,0.551724,0.611111,0.552083,0.411111,0.101124,0.129412,0.075949,0.173333,0.197183,0.241379,0.376344,0.571429,0.493976,0.534091,0.35,0.429022,0.427653,0.436306,0.437299,0.434505,0.440252,0.423197,0.398176,0.42042,0.44,0.460106,0.458763,0.431421,0.405941,0.359102,0.330808,0.340741,0.362963,0.376316,0.380556,0.389535,0.385757,0.411765,0.418462,0.398496,0.39039,0.370253,0.565657,0.4649,0.371585,0.541237,0.517241,0.191919,0.659465,0.464852,0.516667,0.415584,0.434343,0.54574,0.472434,0.515464,0.549367,0.604332,0.56,0.563636,0.007264,1
0.453333,0.597403,0.647887,0.410959,0.388889,0.337838,0.27027,0.306667,0.296703,0.345238,0.37931,0.390805,0.377778,0.395833,0.388889,0.370787,0.376471,0.405063,0.386667,0.380282,0.298851,0.215054,0.103896,0.192771,0.431818,0.433333,0.438486,0.44373,0.43949,0.427653,0.43131,0.433962,0.416928,0.386018,0.351351,0.331429,0.329787,0.314433,0.306733,0.304455,0.309227,0.305556,0.320988,0.333333,0.323684,0.325,0.331395,0.341246,0.367647,0.369231,0.305764,0.339339,0.43038,0.555556,0.082435,0.617735,0.386598,0.413793,0.616162,0.326444,0.704388,0.4,0.458874,0.828283,0.353003,0.625598,0.412371,0.690127,0.628159,0.413333,0.290909,0.0,1
0.186667,0.116883,0.112676,0.136986,0.013889,0.189189,0.081081,0.346667,0.076923,0.166667,0.195402,0.37931,0.155556,0.1875,0.222222,0.280899,0.258824,0.341772,1.0,0.295775,0.137931,0.086022,0.194805,0.156627,0.761364,0.233333,0.391167,0.401929,0.404459,0.414791,0.428115,0.437107,0.426332,0.401216,0.387387,0.345714,0.321809,0.291237,0.276808,0.284653,0.319202,0.343434,0.392593,0.407407,0.313158,0.305556,0.299419,0.293769,0.311765,0.316923,0.370927,0.333333,0.509494,0.585859,0.596563,0.566319,0.039519,0.385057,0.727273,0.566463,0.517879,0.092424,0.341991,0.131313,0.497032,0.590321,0.164948,0.780253,0.745848,0.106667,0.072727,0.12155,1
0.12,0.142857,0.323944,0.356164,0.291667,0.459459,0.432432,0.386667,0.395604,0.607143,0.724138,0.747126,0.711111,0.614583,0.655556,0.573034,0.576471,0.556962,0.4,0.126761,0.08046,0.021505,0.064935,0.060241,0.659091,0.483333,0.33123,0.337621,0.350318,0.379421,0.396166,0.393082,0.360502,0.337386,0.357357,0.371429,0.37234,0.353093,0.339152,0.331683,0.316708,0.315657,0.335802,0.355556,0.339474,0.313889,0.281977,0.272997,0.270588,0.255385,0.315789,0.315315,0.43038,0.525253,0.891057,0.495529,0.020619,0.222222,0.343434,0.768671,0.622918,0.0,0.108225,0.535354,0.696229,0.775926,0.0,0.693165,0.832491,0.066667,0.436364,0.0,1
0.0,0.038961,0.056338,0.054795,0.027778,0.054054,0.027027,0.053333,0.098901,0.214286,0.275862,0.252874,0.255556,0.34375,0.344444,0.41573,0.341176,0.291139,0.32,0.366197,0.321839,0.225806,0.12987,0.180723,0.329545,0.216667,0.271293,0.266881,0.27707,0.273312,0.268371,0.273585,0.263323,0.255319,0.321321,0.417143,0.452128,0.456186,0.44389,0.433168,0.413965,0.393939,0.417284,0.437037,0.407895,0.383333,0.386628,0.406528,0.435294,0.443077,0.418546,0.354354,0.424051,0.393939,0.80804,0.352707,0.276632,0.404215,0.141414,0.803664,0.459366,0.274242,0.272727,0.161616,0.432829,0.47545,0.28866,0.534684,0.681588,0.346667,0.872727,0.004843,1
0.093333,0.324675,0.43662,0.232877,0.25,0.148649,0.067568,0.026667,0.131868,0.27381,0.344828,0.402299,0.411111,0.489583,0.533333,0.516854,0.541176,0.670886,0.706667,0.535211,0.448276,0.322581,0.337662,0.168675,0.534091,0.416667,0.460568,0.459807,0.461783,0.469453,0.476038,0.477987,0.460815,0.431611,0.462462,0.471429,0.484043,0.474227,0.466334,0.455446,0.446384,0.467172,0.48642,0.491358,0.447368,0.419444,0.40407,0.400593,0.405882,0.390769,0.466165,0.441441,0.493671,0.40404,0.68162,0.463487,0.417526,0.298851,0.707071,0.590418,0.599959,0.380303,0.337662,0.525253,0.753492,0.777344,0.350515,0.738228,0.694585,0.426667,0.6,0.013559,1
0.226667,0.220779,0.183099,0.109589,0.083333,0.135135,0.175676,0.16,0.153846,0.25,0.126437,0.149425,0.111111,0.083333,0.188889,0.179775,0.152941,0.341772,0.28,0.309859,0.218391,0.086022,0.142857,0.13253,0.238636,0.166667,0.394322,0.401929,0.39172,0.376206,0.351438,0.342767,0.326019,0.31307,0.336336,0.388571,0.433511,0.443299,0.446384,0.445545,0.451372,0.464646,0.474074,0.476543,0.45,0.422222,0.401163,0.397626,0.388235,0.372308,0.461153,0.393393,0.427215,0.464646,0.732304,0.354943,0.441581,0.287356,0.20202,0.765383,0.454287,0.384848,0.246753,0.191919,0.73743,0.49353,0.329897,0.618734,0.737906,0.453333,0.527273,0.0,1
0.093333,0.064935,0.197183,0.246575,0.25,0.175676,0.297297,0.32,0.362637,0.5,0.712644,0.643678,0.644444,0.541667,0.522222,0.573034,0.4,0.582278,0.626667,0.605634,0.448276,0.053763,0.493506,0.240964,0.613636,0.483333,0.359621,0.350482,0.378981,0.398714,0.399361,0.402516,0.401254,0.395137,0.417417,0.454286,0.462766,0.443299,0.413965,0.393564,0.371571,0.366162,0.380247,0.4,0.415789,0.422222,0.424419,0.442136,0.397059,0.4,0.380952,0.387387,0.401899,0.444444,0.446839,0.420765,0.505155,0.51341,0.171717,0.652419,0.510768,0.484848,0.411255,0.191919,0.74162,0.509839,0.474227,0.518481,0.583394,0.52,0.581818,0.173366,1
0.346667,0.38961,0.267606,0.315068,0.388889,0.635135,0.702703,0.64,0.472527,0.559524,0.678161,0.689655,0.622222,0.5625,0.522222,0.47191,0.494118,0.35443,0.4,0.28169,0.172414,0.11828,0.181818,0.036145,0.602273,0.516667,0.425868,0.44373,0.452229,0.466238,0.482428,0.484277,0.438871,0.413374,0.39039,0.365714,0.361702,0.363402,0.336658,0.309406,0.296758,0.295455,0.31358,0.338272,0.347368,0.338889,0.340116,0.376855,0.388235,0.36,0.303258,0.357357,0.471519,0.525253,0.44917,0.648038,0.247423,0.362069,0.686869,0.590888,0.709874,0.245455,0.380952,0.565657,0.318261,0.770431,0.278351,0.72962,0.66787,0.253333,0.127273,0.035835,1
0.04,0.038961,0.042254,0.054795,0.013889,0.027027,0.040541,0.0,0.0,0.190476,0.310345,0.321839,0.344444,0.322917,0.222222,0.247191,0.129412,0.316456,0.32,0.323944,0.195402,0.172043,0.233766,0.144578,0.261364,0.183333,0.359621,0.347267,0.353503,0.33119,0.329073,0.330189,0.319749,0.31003,0.354354,0.4,0.43617,0.445876,0.451372,0.462871,0.483791,0.510101,0.523457,0.48642,0.460526,0.433333,0.418605,0.4273,0.447059,0.455385,0.506266,0.402402,0.424051,0.606061,0.757646,0.176105,0.283505,0.429119,0.242424,0.787694,0.208452,0.293939,0.385281,0.131313,0.77706,0.216096,0.319588,0.618228,0.683755,0.36,0.636364,0.0,1
0.106667,0.077922,0.070423,0.109589,0.125,0.189189,0.202703,0.226667,0.186813,0.238095,0.471264,0.390805,0.433333,0.46875,0.566667,0.606742,0.611765,0.594937,0.56,0.507042,0.517241,0.462366,0.519481,0.518072,0.522727,0.45,0.470032,0.482315,0.490446,0.533762,0.5623,0.578616,0.573668,0.553191,0.543544,0.537143,0.582447,0.579897,0.583541,0.579208,0.566085,0.565657,0.560494,0.560494,0.536842,0.513889,0.523256,0.545994,0.573529,0.593846,0.566416,0.543544,0.582278,0.333333,0.676959,0.287382,0.570447,0.570881,0.242424,0.625176,0.329947,0.606061,0.562771,0.242424,0.705831,0.266442,0.608247,0.598481,0.59639,0.56,0.763636,0.0,1
0.586667,0.61039,0.774648,0.712329,0.625,0.5,0.567568,0.453333,0.43956,0.327108,0.341353,0.33522,0.755556,0.75,0.755556,0.764045,0.694118,0.556962,0.613333,0.633803,0.597701,0.666667,0.74026,0.590361,0.727273,0.8,0.624606,0.643087,0.652866,0.678457,0.686901,0.685535,0.667712,0.641337,0.636637,0.625714,0.611702,0.615979,0.588529,0.561881,0.543641,0.540404,0.548148,0.548148,0.536842,0.544444,0.56686,0.596439,0.632353,0.664615,0.556391,0.603604,0.670886,0.232323,0.520536,0.701441,0.530928,0.666667,0.20202,0.561062,0.589801,0.624242,0.619048,0.20202,0.569309,0.530225,0.680412,0.561013,0.567509,0.48,0.381818,0.0,1
0.653333,0.350649,0.394366,0.260274,0.416667,0.418919,0.472973,0.306667,0.131868,0.083333,0.195402,0.528736,0.655556,0.708333,0.666667,0.752809,0.729412,0.670886,0.346667,0.084507,0.045977,0.0,0.0,0.012048,0.681818,0.45,0.709779,0.723473,0.707006,0.707395,0.648562,0.559748,0.539185,0.513678,0.495495,0.494286,0.515957,0.512887,0.498753,0.480198,0.471322,0.489899,0.506173,0.520988,0.507895,0.45,0.40407,0.391691,0.385294,0.369231,0.486216,0.513514,0.56962,0.69697,0.582872,0.823646,0.262887,0.51341,0.525253,0.488257,0.754774,0.325758,0.471861,0.20202,0.555342,0.851622,0.402062,0.732152,0.770397,0.2,0.109091,0.185956,1
0.2,0.194805,0.126761,0.054795,0.013889,0.040541,0.027027,0.08,0.076923,0.178571,0.045977,0.057471,0.044444,0.166667,0.3,0.370787,0.176471,0.316456,0.133333,0.239437,0.068966,0.064516,0.051948,0.048193,0.284091,0.116667,0.394322,0.446945,0.442675,0.369775,0.338658,0.345912,0.322884,0.331307,0.441441,0.511429,0.518617,0.502577,0.493766,0.502475,0.488778,0.487374,0.471605,0.483951,0.484211,0.486111,0.482558,0.436202,0.414706,0.384615,0.488722,0.432432,0.462025,0.292929,0.822313,0.423249,0.180412,0.337165,0.232323,1.0,0.635717,0.172727,0.450216,0.525253,0.890363,0.789044,0.237113,0.547848,0.554513,0.2,0.490909,0.0,1
0.026667,0.051948,0.126761,0.054795,0.041667,0.121622,0.243243,0.373333,0.285714,0.333333,0.45977,0.413793,0.277778,0.166667,0.277778,0.314607,0.270588,0.405063,0.413333,0.267606,0.321839,0.225806,0.220779,0.168675,0.363636,0.283333,0.394322,0.389068,0.39172,0.382637,0.376997,0.383648,0.39185,0.401216,0.396396,0.391429,0.37766,0.386598,0.351621,0.329208,0.339152,0.378788,0.412346,0.432099,0.415789,0.380556,0.366279,0.350148,0.347059,0.32,0.390977,0.36036,0.405063,0.40404,0.645208,0.459016,0.317869,0.237548,0.79798,0.768671,0.586753,0.25303,0.246753,0.232323,0.869937,0.805176,0.226804,0.738734,0.696029,0.32,0.654545,0.0,1
0.053333,0.012987,0.028169,0.041096,0.027778,0.027027,0.108108,0.08,0.197802,0.261905,0.321839,0.333333,0.433333,0.427083,0.5,0.595506,0.576471,0.481013,0.333333,0.267606,0.126437,0.032258,0.012987,0.012048,0.511364,0.25,0.283912,0.257235,0.245223,0.231511,0.220447,0.213836,0.188088,0.224924,0.306306,0.38,0.412234,0.404639,0.396509,0.386139,0.389027,0.393939,0.407407,0.422222,0.402632,0.375,0.343023,0.299703,0.285294,0.264615,0.390977,0.309309,0.30538,0.323232,0.792601,0.434675,0.390034,0.130268,0.333333,0.773603,0.518082,0.262121,0.329004,0.282828,0.432829,0.47545,0.216495,0.501266,0.514079,0.453333,0.672727,0.0,1
0.053333,0.038961,0.014085,0.013699,0.027778,0.040541,0.081081,0.146667,0.21978,0.369048,0.551724,0.551724,0.566667,0.479167,0.544444,0.550562,0.517647,0.443038,0.36,0.239437,0.183908,0.172043,0.025974,0.012048,0.488636,0.3,0.258675,0.250804,0.229299,0.22508,0.223642,0.226415,0.216301,0.270517,0.369369,0.428571,0.462766,0.458763,0.446384,0.428218,0.42394,0.429293,0.446914,0.461728,0.442105,0.411111,0.389535,0.382789,0.347059,0.301538,0.426065,0.345345,0.28481,0.191919,0.681328,0.280676,0.415808,0.0,0.272727,0.770315,0.311865,0.239394,0.190476,0.161616,0.851606,0.482007,0.154639,0.474937,0.508303,0.48,0.527273,0.0,1
0.146667,0.155844,0.028169,0.041096,0.097222,0.148649,0.22973,0.293333,0.252747,0.25,0.241379,0.218391,0.088889,0.135417,0.033333,0.05618,0.141176,0.227848,0.32,0.394366,0.390805,0.258065,0.38961,0.313253,0.295455,0.216667,0.365931,0.376206,0.359873,0.353698,0.338658,0.323899,0.297806,0.288754,0.306306,0.322857,0.345745,0.350515,0.369077,0.371287,0.369077,0.376263,0.395062,0.417284,0.415789,0.397222,0.389535,0.406528,0.441176,0.455385,0.373434,0.351351,0.28481,0.323232,0.826682,0.216841,0.434708,0.08046,0.282828,0.854392,0.293174,0.293939,0.294372,0.242424,0.865573,0.327779,0.226804,0.521519,0.525632,0.506667,0.527273,0.0,1
0.266667,0.272727,0.394366,0.369863,0.333333,0.351351,0.256757,0.32,0.406593,0.571429,0.597701,0.632184,0.611111,0.510417,0.433333,0.539326,0.458824,0.493671,0.466667,0.507042,0.425287,0.44086,0.506494,0.493976,0.545455,0.55,0.48265,0.514469,0.538217,0.562701,0.584665,0.606918,0.605016,0.592705,0.618619,0.611429,0.585106,0.559278,0.531172,0.502475,0.491272,0.494949,0.508642,0.530864,0.544737,0.566667,0.584302,0.611276,0.635294,0.658462,0.498747,0.555556,0.411392,0.606061,0.755899,0.427968,0.45189,0.287356,0.363636,0.687177,0.37566,0.380303,0.316017,0.232323,0.7603,0.297465,0.329897,0.668861,0.699639,0.466667,0.436364,0.0,1
0.533333,0.428571,0.507042,0.424658,0.361111,0.283784,0.337838,0.413333,0.406593,0.380952,0.402299,0.471264,0.433333,0.354167,0.333333,0.258427,0.247059,0.227848,0.093333,0.253521,0.287356,0.204301,0.168831,0.144578,0.386364,0.383333,0.700315,0.729904,0.742038,0.755627,0.763578,0.767296,0.752351,0.726444,0.726727,0.68,0.675532,0.670103,0.663342,0.653465,0.665835,0.671717,0.683951,0.688889,0.684211,0.655556,0.651163,0.655786,0.661765,0.676923,0.666667,0.693694,0.56962,0.767677,0.716283,0.689767,0.431271,0.444444,0.373737,0.585721,0.634498,0.460606,0.402597,0.070707,0.625,0.408793,0.443299,0.780253,0.851264,0.36,0.345455,0.0,1
0.24,0.376623,0.394366,0.356164,0.347222,0.405405,0.391892,0.253333,0.274725,0.321429,0.287356,0.298851,0.322222,0.291667,0.322222,0.337079,0.305882,0.379747,0.346667,0.366197,0.287356,0.225806,0.350649,0.26506,0.272727,0.366667,0.697161,0.691318,0.665605,0.643087,0.613419,0.581761,0.548589,0.519757,0.504505,0.474286,0.460106,0.456186,0.458853,0.440594,0.421446,0.406566,0.414815,0.419753,0.431579,0.447222,0.462209,0.486647,0.505882,0.523077,0.466165,0.495495,0.629747,0.737374,0.545878,0.526577,0.446735,0.590038,0.151515,0.585721,0.505282,0.527273,0.450216,0.313131,0.59148,0.461443,0.525773,0.672911,0.862816,0.346667,0.472727,0.001453,1
0.24,0.220779,0.267606,0.219178,0.166667,0.22973,0.162162,0.12,0.098901,0.142857,0.195402,0.229885,0.366667,0.4375,0.522222,0.719101,0.552941,0.556962,0.626667,0.380282,0.321839,0.322581,0.168831,0.144578,0.636364,0.366667,0.561514,0.59164,0.60828,0.62701,0.642173,0.641509,0.626959,0.604863,0.576577,0.545714,0.529255,0.551546,0.573566,0.59901,0.586035,0.550505,0.530864,0.548148,0.5,0.480556,0.476744,0.47181,0.470588,0.461538,0.586466,0.54955,0.693038,0.949495,0.529566,0.698957,0.323024,0.590038,0.59596,0.566933,0.746445,0.440909,0.467532,0.818182,0.559358,0.715476,0.484536,0.933165,0.966787,0.2,0.290909,0.002421,1
0.333333,0.545455,0.901408,0.917808,0.291667,0.148649,0.527027,0.933333,1.0,0.97619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.936709,0.84,0.873239,0.689655,0.580645,0.636364,0.46988,1.0,1.0,0.495268,0.504823,0.525478,0.536977,0.504792,0.496855,0.517241,0.504559,0.441441,0.325714,0.273936,0.247423,0.189526,0.165842,0.139651,0.143939,0.162963,0.185185,0.178947,0.177778,0.180233,0.195846,0.217647,0.209231,0.305764,0.279279,0.582278,0.787879,0.754442,0.558867,0.073883,0.517241,0.545455,0.614373,0.809224,0.162121,0.47619,0.232323,0.674406,0.902677,0.298969,0.822278,0.815884,0.053333,0.290909,0.002421,1
0.506667,0.597403,0.647887,0.69863,0.666667,0.648649,0.527027,0.573333,0.571429,0.678571,0.655172,0.609195,0.677778,0.625,0.6,0.573034,0.647059,0.594937,0.48,0.394366,0.264368,0.354839,0.454545,0.385542,0.602273,0.7,0.223975,0.231511,0.232484,0.228296,0.226837,0.226415,0.200627,0.18845,0.189189,0.2,0.231383,0.244845,0.259352,0.264851,0.269327,0.282828,0.306173,0.325926,0.302632,0.277778,0.25,0.249258,0.252941,0.230769,0.283208,0.222222,0.213608,0.676768,0.845325,0.152509,0.206186,0.340996,0.252525,0.85674,0.338683,0.171212,0.242424,0.262626,0.432829,0.47545,0.206186,0.546329,0.60722,0.413333,0.981818,0.0,1
0.373333,0.38961,0.450704,0.383562,0.402778,0.418919,0.418919,0.453333,0.483516,0.440476,0.37931,0.356322,0.444444,0.46875,0.455556,0.426966,0.423529,0.405063,0.28,0.126761,0.034483,0.086022,0.103896,0.060241,0.420455,0.4,0.230284,0.22508,0.22293,0.212219,0.201278,0.194969,0.166144,0.158055,0.159159,0.165714,0.194149,0.21134,0.23192,0.240099,0.254364,0.275253,0.301235,0.320988,0.297368,0.258333,0.212209,0.192878,0.2,0.178462,0.278195,0.198198,0.291139,0.161616,0.631518,0.129409,0.601375,0.256705,0.20202,0.760686,0.291954,0.477273,0.34632,0.151515,0.825768,0.384152,0.412371,0.396962,0.388448,0.746667,0.945455,0.0,1
0.12,0.181818,0.169014,0.109589,0.208333,0.094595,0.121622,0.2,0.252747,0.369048,0.333333,0.275862,0.211111,0.135417,0.111111,0.022472,0.188235,0.202532,0.226667,0.183099,0.149425,0.182796,0.116883,0.180723,0.272727,0.183333,0.167192,0.176849,0.184713,0.170418,0.175719,0.179245,0.144201,0.170213,0.225225,0.268571,0.295213,0.301546,0.306733,0.309406,0.321696,0.34596,0.375309,0.4,0.378947,0.338889,0.296512,0.284866,0.291176,0.295385,0.353383,0.249249,0.281646,0.262626,0.589281,0.212121,0.752577,0.1341,0.383838,0.676139,0.273263,0.590909,0.320346,0.151515,0.72905,0.356674,0.463918,0.523544,0.476534,0.906667,0.709091,0.0,1
