@relation airlines-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {PHX,LAX,SFO,ANC,LAS,SLC,DEN,ONT,FAI,BQN,PSE,HNL,BIS,IYK,EWR,BOS,MKE,GFK,OMA,GSO,LMT,SEA,MCO,TPA,DLH,MSP,FAR,MFE,MSY,VPS,BWI,MAF,LWS,RST,ALB,DSM,CHS,MSN,JAX,SAT,PNS,BHM,LIT,SAV,BNA,ICT,ECP,DHN,MGM,CAE,PWM,ACV,EKO,PHL,ATL,PDX,RIC,BTR,HRL,MYR,TUS,SBN,CAK,TVC,CLE,ORD,DAY,MFR,BTV,TLH,TYS,DFW,FLL,AUS,CHA,CMH,LRD,BRO,CRP,LAN,PVD,FWA,JFK,LGA,OKC,PIT,PBI,ORF,DCA,AEX,SYR,SHV,VLD,BDL,FAT,BZN,RDM,LFT,IPL,EAU,ERI,BUF,IAH,MCI,AGS,ABI,GRR,LBB,CLT,LEX,MBS,MOD,AMA,SGF,AZO,ABE,SWF,BGM,AVP,FNT,GSP,ATW,ITH,TUL,COS,ELP,ABQ,SMF,STL,IAD,DTW,RDU,RSW,OAK,ROC,IND,CVG,MDW,SDF,ABY,TRI,XNA,ROA,MLI,LYH,EVV,HPN,FAY,EWN,CSG,GPT,MLU,MOB,OAJ,CHO,ILM,BMI,PHF,ACY,JAN,CID,GRK,HOU,CRW,HTS,PSC,BOI,SBP,CLD,PSP,SBA,MEM,MRY,GEG,RDD,PAH,CMX,SPI,EUG,CIC,PIH,SGU,COD,MIA,MHT,GRB,FSD,SJU,AVL,BFL,RAP,DRO,PIA,OGG,SIT,TXK,RNO,DAL,SCE,MEI,MDT,FCA,SJC,KOA,PLN,SAN,GNV,HLN,GJT,CPR,FSM,CMI,GTF,HDN,ITO,MTJ,HSV,BTM,BIL,COU,MSO,SMX,TWF,ISP,GCC,LIH,LNK,DAB,SNA,MQT,LGB,CWA,LSE,BUR,ACT,MHK,MOT,IDA,SUN,GTR,MLB,SRQ,JAC,ASE,LCH,JNU,ROW,BQK,YUM,FLG,EGE,GUC,EYW,RKS,BGR,ELM,ADQ,OTZ,OTH,STT,KTN,BET,SJT,CDC,CEC,SPS,SCC,STX,OME,MKG,WRG,TYR,BRW,GGG,PSG,BKG,YAK,CLL,SAF,CYS,LWB,CDV,FLO,BLI,DBQ,TOL,UTM,PIE,ADK,ABR,TEX,MMH,GUM}
@attribute AirportTo {CLT,DFW,SEA,IAH,MSP,DTW,ORD,ATL,PDX,JFK,SLC,HNL,PHX,MCO,OGG,LAX,KOA,ITO,SFO,MIA,IAD,SMF,PHL,LIH,DEN,LGA,MEM,CVG,YUM,CWA,MKE,BQN,FAI,LAS,ANC,BOS,LGB,FLL,SJU,EWR,DCA,BWI,RDU,MCI,TYS,SAN,ONT,OAK,MDW,BNA,DAL,CLE,JAX,JNU,RNO,ELP,SAT,OTZ,MBS,BDL,STL,HOU,AUS,SNA,SJC,LIT,TUS,TUL,CMH,LAN,IND,AMA,CRP,PIT,RKS,FWA,TPA,PBI,JAN,DSM,ADQ,GRB,PVD,ABQ,SDF,RSW,MSY,BUR,BOI,TLH,BHM,ACV,ORF,BET,KTN,RIC,SRQ,BTR,XNA,MHT,GRR,SBN,SBA,ROA,CID,GPT,MFR,SGU,HPN,OMA,OTH,GSP,LMT,BUF,MSN,BFL,CAE,HRL,OKC,SYR,COS,BTV,CDC,SCC,DAY,SJT,TVC,ROC,ISP,MRY,SBP,MLI,MOB,CIC,SAV,FAT,EKO,GEG,ECP,LFT,SUN,HSV,SHV,CHA,CAK,BZN,MAF,GSO,MDT,PHF,ICT,AZO,RAP,CHS,CLD,MKG,VPS,PIH,ATW,AGS,PNS,BIL,SPI,FAR,CPR,PIA,SPS,TWF,LBB,ALB,CEC,DRO,GJT,GNV,RST,AVL,GRK,PSP,LEX,TRI,SGF,FSM,RDD,OME,MFE,LSE,BMI,MYR,FAY,FSD,EUG,MGM,EVV,MLB,FNT,STT,WRG,ABE,BIS,MOT,MLU,GFK,RDM,COU,LRD,PSC,MOD,PWM,ILM,ABY,CRW,TXK,BRO,BRW,EYW,DAB,ROW,ABI,EAU,TYR,MSO,FLG,CSG,VLD,DHN,OAJ,AEX,CHO,SAF,GGG,FCA,ASE,BKG,MHK,LNK,MQT,YAK,GTR,SMX,SWF,ITH,AVP,ELM,BGM,SIT,PSG,CYS,CLL,SCE,LWB,LCH,GCC,IYK,LWS,COD,HLN,BQK,GTF,DLH,BTM,EGE,IDA,JAC,HDN,MTJ,CMX,CMI,CDV,LYH,ACT,STX,IPL,PAH,HTS,MEI,BLI,ERI,EWN,FLO,ACY,DBQ,TOL,GUC,PLN,BGR,PSE,PIE,UTM,ADK,ABR,TEX,MMH,GUM}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
FL,0.018559,ATL,DTW,3,0.594822,0.175573,0
HA,0.064636,HNL,OGG,3,0.594822,0.059542,0
MQ,0.363369,FWA,DFW,3,0.594822,0.244275,1
MQ,0.366185,DFW,DSM,3,0.594822,0.167939,0
MQ,0.406886,SJC,LAX,3,0.594822,0.114504,0
MQ,0.413542,DFW,SGF,3,0.594822,0.114504,0
MQ,0.423909,MSN,DFW,3,0.594822,0.236641,0
MQ,0.448227,DFW,CLE,3,0.594822,0.229008,1
MQ,0.464482,BNA,MIA,3,0.594822,0.21374,0
MQ,0.508127,SPI,ORD,3,0.594822,0.091603,0
MQ,0.510559,ORD,DAY,3,0.594822,0.10687,1
MQ,0.522591,ORD,FAR,3,0.594822,0.167939,1
MQ,0.559964,RDU,JFK,3,0.594822,0.151145,0
OH,0.809036,MEM,CMH,3,0.594822,0.141985,0
OH,0.853833,MEM,STL,3,0.594822,0.11145,0
US,0.226418,CLT,BOS,3,0.594822,0.183206,1
WN,0.150902,OAK,ONT,3,0.594822,0.10687,1
WN,0.165493,SMF,LAX,3,0.594822,0.122137,1
WN,0.168949,SAN,SJC,3,0.594822,0.122137,1
WN,0.212594,BWI,LGA,3,0.594822,0.10687,0
WN,0.220914,FLL,STL,3,0.594822,0.274809,1
WN,0.270703,BNA,MCI,3,0.594822,0.160305,1
WN,0.003456,DAL,MCI,3,0.594822,0.129771,1
WN,0.435684,LAS,ONT,3,0.594822,0.083969,1
WN,0.458851,PVD,BWI,3,0.594822,0.122137,1
WN,0.467682,BDL,TPA,3,0.594822,0.29771,1
WN,0.505312,CMH,MDW,3,0.594822,0.10687,1
WN,0.072443,BOS,PHL,3,0.594822,0.152672,1
WN,0.083579,PHX,LAX,3,0.594822,0.129771,1
WN,0.090618,ABQ,OAK,3,0.594822,0.236641,1
WN,0.096506,STL,DAL,3,0.594822,0.160305,1
XE,0.281966,IAH,BTR,3,0.594822,0.090076,0
XE,0.296685,EWR,MHT,3,0.594822,0.105344,0
XE,0.307692,IAH,LEX,3,0.594822,0.19084,1
XE,0.310508,IAH,LBB,3,0.594822,0.137405,0
XE,0.330219,IAH,CRP,3,0.594822,0.09313,0
XE,0.354025,ALB,CLE,3,0.594822,0.145038,0
XE,0.367976,CRP,IAH,3,0.594822,0.087023,0
XE,0.388071,IAH,AMA,3,0.594822,0.146565,0
FL,0.006272,LAX,ATL,3,0.595521,0.381679,0
OO,0.800077,SFO,SAT,3,0.595521,0.30229,0
OO,0.852681,EUG,DEN,3,0.595521,0.221374,0
UA,0.09561,LAX,DEN,3,0.595521,0.215267,0
DL,0.167029,TUS,ATL,3,0.596221,0.309924,0
EV,0.91015,JFK,IAD,3,0.596221,0.140458,0
OO,0.872136,CEC,SFO,3,0.596221,0.129771,0
UA,0.037502,SFO,BWI,3,0.596221,0.471756,0
UA,0.025342,MCO,ORD,3,0.596921,0.270229,0
UA,0.045437,SEA,DEN,3,0.596921,0.239695,0
XE,0.756432,PIA,ORD,3,0.596921,0.08855,1
XE,0.767695,TUL,ORD,3,0.596921,0.178626,1
DL,0.220402,BOS,DTW,3,0.597621,0.207634,0
US,0.184564,RDU,CLT,3,0.597621,0.100763,1
9E,0.522847,MSP,ICT,3,0.598321,0.167939,0
9E,0.531806,MEM,MKE,3,0.598321,0.164885,0
9E,0.533726,DTW,BGM,3,0.598321,0.126718,0
9E,0.545757,MEM,FSM,3,0.598321,0.109924,0
AA,0.178421,TPA,DFW,3,0.598321,0.259542,0
AA,0.018303,LAX,IAD,3,0.598321,0.442748,0
AA,0.201843,DFW,STL,3,0.598321,0.145038,0
AA,0.213874,EGE,DFW,3,0.598321,0.19084,1
AA,0.252016,DEN,DFW,3,0.598321,0.175573,1
AA,0.033534,IAD,LAX,3,0.598321,0.534351,1
AS,0.108921,HNL,SEA,3,0.598321,0.514504,0
B6,0.053501,BOS,PBI,3,0.598321,0.294656,1
B6,8.96E-4,JFK,BUF,3,0.598321,0.138931,1
CO,0.017407,IAH,LAX,3,0.598321,0.335878,1
CO,0.041469,EWR,CLE,3,0.598321,0.146565,1
CO,0.047229,IAH,SFO,3,0.598321,0.389313,1
CO,0.007808,IAH,EWR,3,0.598321,0.320611,1
DL,0.133623,IND,ATL,3,0.598321,0.152672,1
DL,0.278254,MSP,DFW,3,0.598321,0.229008,0
DL,0.283886,MSP,AUS,3,0.598321,0.250382,0
DL,0.34865,MSP,SLC,3,0.598321,0.258015,0
DL,0.358377,BWI,MSP,3,0.598321,0.259542,1
DL,0.073595,SJU,JFK,3,0.598321,0.396947,0
EV,0.666837,STL,DCA,3,0.598321,0.18626,0
EV,0.697427,MGM,ATL,3,0.598321,0.09771,1
EV,0.707155,FNT,ATL,3,0.598321,0.206107,1
EV,0.942788,MEM,TLH,3,0.598321,0.135878,0
F9,0.047357,MKE,DEN,3,0.598321,0.236641,0
FL,0.020607,SJU,ATL,3,0.598321,0.380153,0
FL,0.008959,ATL,FLL,3,0.598321,0.167939,1
FL,0.102521,BOS,BWI,3,0.598321,0.129771,1
MQ,0.386023,RNO,LAX,3,0.598321,0.137405,0
MQ,0.552925,ORD,OKC,3,0.598321,0.206107,1
MQ,0.587098,LGA,MSP,3,0.598321,0.274809,0
OH,0.810828,DCA,JFK,3,0.598321,0.152672,0
OH,0.84321,MSP,MSY,3,0.598321,0.258015,1
OH,0.843594,MSP,MDW,3,0.598321,0.137405,0
OH,0.844106,MEM,IND,3,0.598321,0.128244,0
OH,0.849354,MEM,XNA,3,0.598321,0.116031,0
OO,0.389991,PIT,MKE,3,0.598321,0.138931,1
OO,0.574043,MEM,DSM,3,0.598321,0.152672,1
OO,0.601817,MCI,SLC,3,0.598321,0.247328,1
OO,0.824651,SMX,LAX,3,0.598321,0.087023,1
OO,0.828363,IPL,LAX,3,0.598321,0.099237,0
UA,0.007808,LIH,SFO,3,0.598321,0.487023,0
US,0.131576,CLT,MIA,3,0.598321,0.183206,1
US,0.193268,CLT,PHX,3,0.598321,0.424427,1
WN,0.130424,OMA,PHX,3,0.598321,0.267176,1
WN,0.134519,SJC,LAS,3,0.598321,0.129771,1
WN,0.177141,LAS,MDW,3,0.598321,0.335878,1
WN,0.195955,JAN,BWI,3,0.598321,0.198473,1
WN,0.225138,HOU,TUL,3,0.598321,0.122137,1
WN,0.248816,MSY,BHM,3,0.598321,0.091603,0
WN,0.02739,BUR,SMF,3,0.598321,0.122137,1
WN,0.027902,MDW,LGA,3,0.598321,0.198473,1
WN,0.06054,BNA,LAS,3,0.598321,0.396947,1
WN,0.076411,OAK,LAS,3,0.598321,0.129771,1
WN,0.080251,BWI,BHM,3,0.598321,0.206107,0
WN,0.090106,DEN,OMA,3,0.598321,0.122137,1
WN,0.093562,TPA,BUF,3,0.598321,0.244275,1
WN,0.122104,BWI,BDL,3,0.598321,0.099237,1
XE,0.285038,MEM,EWR,3,0.598321,0.247328,0
XE,0.298861,IAH,ICT,3,0.598321,0.149618,0
XE,0.317164,IAH,DSM,3,0.598321,0.19542,0
XE,0.372968,ROC,CLE,3,0.598321,0.09771,0
YV,0.338026,MEM,CLT,3,0.598321,0.154198,0
YV,0.376424,CLT,RIC,3,0.598321,0.096183,0
YV,0.927173,PVD,IAD,3,0.598321,0.158779,0
AS,0.005504,BET,ANC,3,0.59902,0.105344,1
DL,0.309484,LGA,MSP,3,0.59902,0.28855,1
US,0.151158,CLT,LGA,3,0.59902,0.163359,1
YV,0.349418,TUS,PHX,3,0.59902,0.082443,0
DL,0.242672,PHL,MSP,3,0.59972,0.276336,1
EV,0.90695,CVG,IAD,3,0.59972,0.149618,1
EV,0.907718,CMH,IAD,3,0.59972,0.128244,0
OH,0.865737,LGA,MSN,3,0.59972,0.262595,0
DL,0.214898,SFO,ATL,3,0.60042,0.422901,1
OO,0.806476,LAX,PSP,3,0.60042,0.077863,0
OO,0.815948,DEN,RAP,3,0.60042,0.094656,1
OO,0.902598,LIT,ORD,3,0.60042,0.170992,0
US,0.118648,CLT,ORD,3,0.60042,0.183206,1
US,0.12748,CLT,CHS,3,0.60042,0.082443,1
CO,0.220786,EWR,SAN,3,0.60112,0.545038,1
OO,0.820427,SBP,LAX,3,0.60112,0.09313,0
OO,0.840778,HSV,DEN,3,0.60112,0.271756,0
9E,0.480225,MEM,JAX,3,0.601819,0.158779,0
9E,0.490337,MEM,CLT,3,0.601819,0.154198,0
9E,0.517343,MEM,ECP,3,0.601819,0.129771,0
9E,0.546141,MEM,PNS,3,0.601819,0.129771,0
AA,0.144759,DFW,TPA,3,0.601819,0.206107,1
AA,0.181108,TUS,DFW,3,0.601819,0.198473,0
AA,0.195699,MIA,LGA,3,0.601819,0.273282,0
AA,0.237041,DFW,COS,3,0.601819,0.175573,0
AA,0.25368,JFK,MIA,3,0.601819,0.320611,1
AA,0.309996,ORD,MCI,3,0.601819,0.137405,1
AA,0.31102,LAX,LAS,3,0.601819,0.10687,1
AA,0.073723,JFK,ORD,3,0.601819,0.274809,1
AS,0.065404,SEA,SNA,3,0.601819,0.242748,0
AS,0.011647,ANC,SEA,3,0.601819,0.308397,0
B6,0.056316,BOS,TPA,3,0.601819,0.30229,1
CO,0.149878,EWR,BOS,3,0.601819,0.10687,0
CO,0.15103,EWR,ORD,3,0.601819,0.239695,0
CO,0.235889,IAH,CLE,3,0.601819,0.247328,1
CO,0.040829,IAH,PHX,3,0.601819,0.267176,1
CO,0.007168,EWR,MCO,3,0.601819,0.265649,1
CO,0.079611,IAH,MSY,3,0.601819,0.10229,1
CO,0.088954,LAS,IAH,3,0.601819,0.264122,1
CO,0.102265,FLL,EWR,3,0.601819,0.279389,1
DL,0.161654,PHX,SLC,3,0.601819,0.151145,1
DL,0.001408,MCO,ATL,3,0.601819,0.145038,0
DL,0.177269,LGA,BOS,3,0.601819,0.100763,0
DL,0.177653,BOS,LGA,3,0.601819,0.10687,0
DL,0.245616,MEM,MCO,3,0.601819,0.183206,0
DL,0.257136,DFW,ATL,3,0.601819,0.192366,0
DL,0.262383,MSP,LAS,3,0.601819,0.317557,0
DL,0.323819,LGA,DTW,3,0.601819,0.180153,0
DL,0.338282,SAN,MSP,3,0.601819,0.329771,1
EV,0.659158,TRI,ATL,3,0.601819,0.116031,0
EV,0.675413,ATL,BHM,3,0.601819,0.079389,1
EV,0.911814,BUF,IAD,3,0.601819,0.112977,0
EV,0.935876,MEM,SHV,3,0.601819,0.119084,0
FL,0.033534,MKE,DCA,3,0.601819,0.166412,0
FL,0.102393,BWI,BOS,3,0.601819,0.122137,0
MQ,0.387815,LAX,SAN,3,0.601819,0.068702,0
MQ,0.421477,JAN,DFW,3,0.601819,0.145038,0
MQ,0.428773,DFW,LBB,3,0.601819,0.10687,1
MQ,0.47293,ORF,JFK,3,0.601819,0.122137,0
MQ,0.481761,DEN,ORD,3,0.601819,0.229008,1
MQ,0.512863,ORD,CLT,3,0.601819,0.175573,1
MQ,0.546653,TVC,ORD,3,0.601819,0.114504,1
MQ,0.55894,ORD,CVG,3,0.601819,0.10687,1
MQ,0.58825,RDU,LGA,3,0.601819,0.137405,0
OH,0.833355,MEM,EWR,3,0.601819,0.250382,1
OH,0.842314,ORD,JFK,3,0.601819,0.244275,0
OO,0.58889,SLC,FCA,3,0.601819,0.155725,0
OO,0.84961,DEN,BZN,3,0.601819,0.166412,0
UA,0.001792,JFK,SFO,3,0.601819,0.615267,1
US,0.129784,CLT,PBI,3,0.601819,0.164885,1
US,0.16063,JAX,DCA,3,0.601819,0.152672,0
US,0.216818,CLT,RSW,3,0.601819,0.174046,1
US,0.217458,CLT,BDL,3,0.601819,0.167939,1
US,0.237169,CLT,PVD,3,0.601819,0.167939,1
US,0.260463,DCA,BOS,3,0.601819,0.129771,1
US,0.09817,BOS,PHL,3,0.601819,0.149618,1
US,0.111481,ILM,CLT,3,0.601819,0.09771,0
WN,0.13068,BWI,DEN,3,0.601819,0.389313,1
WN,0.150134,HOU,BNA,3,0.601819,0.160305,1
WN,0.180852,PHX,LAS,3,0.601819,0.099237,1
WN,0.018175,PIT,MDW,3,0.601819,0.137405,1
WN,0.22437,SMF,SNA,3,0.601819,0.129771,0
WN,0.255728,JAX,FLL,3,0.601819,0.10687,0
WN,0.312044,BOI,GEG,3,0.601819,0.099237,0
WN,0.335211,PDX,SJC,3,0.601819,0.160305,0
WN,0.369128,SMF,PDX,3,0.601819,0.137405,1
WN,0.370024,RSW,MDW,3,0.601819,0.274809,1
WN,0.436964,SAT,DAL,3,0.601819,0.091603,0
WN,0.004224,HOU,DAL,3,0.601819,0.091603,0
WN,0.004864,MAF,DAL,3,0.601819,0.099237,0
WN,0.066172,DEN,MCI,3,0.601819,0.137405,1
WN,0.007424,PHX,DEN,3,0.601819,0.167939,1
WN,0.09241,MHT,BWI,3,0.601819,0.152672,0
WN,0.111353,AUS,PHX,3,0.601819,0.244275,1
WN,0.124408,BNA,BWI,3,0.601819,0.152672,1
XE,0.269807,EWR,DTW,3,0.601819,0.181679,0
XE,0.303469,GPT,IAH,3,0.601819,0.122137,0
XE,0.331499,IAH,DAL,3,0.601819,0.09313,1
YV,0.336362,BNA,CLT,3,0.601819,0.114504,0
YV,0.341866,CLT,ILM,3,0.601819,0.087023,0
YV,0.361705,MEM,PHX,3,0.601819,0.326718,0
B6,0.037374,SEA,LGB,3,0.602519,0.227481,0
EV,0.938692,GNV,ATL,3,0.602519,0.123664,1
F9,0.041085,MKE,DCA,3,0.602519,0.164885,0
FL,0.038398,ATL,DEN,3,0.602519,0.326718,1
OO,0.84193,DEN,ASE,3,0.602519,0.067176,1
HA,0.03123,OGG,HNL,3,0.603219,0.051908,0
OO,0.611801,SLC,AUS,3,0.603219,0.270229,0
OO,0.854217,FAT,DEN,3,0.603219,0.20458,1
OO,0.896967,HPN,ORD,3,0.603219,0.238168,1
XE,0.762319,GRB,ORD,3,0.603219,0.091603,1
YV,0.928197,MEM,ORD,3,0.603219,0.164885,0
YV,0.928581,IND,IAD,3,0.603219,0.155725,1
CO,0.146167,ATL,EWR,3,0.603919,0.224427,1
EV,0.906182,DAY,IAD,3,0.603919,0.131298,0
FL,0.081915,DEN,MKE,3,0.603919,0.221374,0
UA,0.013823,ORD,MSP,3,0.603919,0.141985,0
UA,0.047485,DFW,ORD,3,0.603919,0.21374,0
XE,0.756176,ORD,GSP,3,0.603919,0.154198,1
XE,0.761679,ORD,BHM,3,0.603919,0.158779,1
OO,0.851402,SFO,MOD,3,0.604619,0.061069,0
UA,0.099578,BOS,DEN,3,0.604619,0.438168,1
XE,0.754768,ORD,ROA,3,0.604619,0.145038,1
YV,0.926405,BDL,ORD,3,0.604619,0.247328,1
9E,0.477025,MEM,COU,3,0.605318,0.122137,0
9E,0.521055,MEM,VPS,3,0.605318,0.128244,0
9E,0.53859,MEM,GPT,3,0.605318,0.120611,0
AA,0.162038,MCO,MIA,3,0.605318,0.099237,1
AA,0.179061,ORD,MCO,3,0.605318,0.236641,1
AA,0.217458,MIA,SJU,3,0.605318,0.221374,1
AA,0.233073,DFW,DAY,3,0.605318,0.198473,0
AA,0.247024,SFO,LAX,3,0.605318,0.122137,0
AA,0.291053,BNA,DFW,3,0.605318,0.19084,0
AA,0.315244,DFW,OKC,3,0.605318,0.083969,0
AA,0.032126,LAX,MIA,3,0.605318,0.427481,1
AA,0.058236,AUS,DFW,3,0.605318,0.099237,0
AA,0.063868,SAN,DFW,3,0.605318,0.267176,1
B6,0.182004,PDX,LGB,3,0.605318,0.201527,0
CO,0.186868,CLE,MCO,3,0.605318,0.219847,0
CO,0.049917,MIA,IAH,3,0.605318,0.261069,1
DL,0.161014,PIT,ATL,3,0.605318,0.187786,0
DL,0.16383,ATL,MEM,3,0.605318,0.129771,0
DL,0.179956,MEM,MSY,3,0.605318,0.123664,0
DL,0.212594,MSP,GRR,3,0.605318,0.122137,1
DL,0.244464,IAD,ATL,3,0.605318,0.183206,0
DL,0.27915,SNA,MSP,3,0.605318,0.326718,0
DL,0.316908,MSP,LAX,3,0.605318,0.354198,1
DL,0.357993,ATL,PWM,3,0.605318,0.227481,1
DL,0.358121,MSP,PHX,3,0.605318,0.30687,1
EV,0.670165,BOS,DCA,3,0.605318,0.166412,0
EV,0.712658,FAY,ATL,3,0.605318,0.135878,1
EV,0.942276,MEM,JAN,3,0.605318,0.09313,1
EV,0.943172,MEM,MOB,3,0.605318,0.117557,0
F9,0.061692,MKE,PHX,3,0.605318,0.343511,1
FL,0.165365,MCO,GRR,3,0.605318,0.229008,0
HA,0.045053,HNL,LIH,3,0.605318,0.058015,0
HA,0.006016,HNL,OAK,3,0.605318,0.473282,0
MQ,0.359273,DFW,MLI,3,0.605318,0.175573,0
MQ,0.364777,DFW,CHS,3,0.605318,0.21374,1
MQ,0.389223,SBA,LAX,3,0.605318,0.068702,0
MQ,0.469346,TYS,MIA,3,0.605318,0.19084,0
MQ,0.478305,ORD,EWR,3,0.605318,0.219847,0
MQ,0.509279,ORD,ICT,3,0.605318,0.183206,1
MQ,0.600026,LGA,CLE,3,0.605318,0.167939,0
OO,0.593754,MSP,RAP,3,0.605318,0.146565,1
OO,0.84641,PSC,DEN,3,0.605318,0.2,1
US,0.201843,CLT,PHL,3,0.605318,0.151145,1
US,0.228593,CLT,MSY,3,0.605318,0.189313,1
US,0.035838,PHX,SJC,3,0.605318,0.174046,0
US,0.046845,PHX,SMF,3,0.605318,0.180153,1
US,0.079867,PHX,OAK,3,0.605318,0.181679,0
US,0.009471,PHX,SEA,3,0.605318,0.283969,0
US,0.124664,CLT,RDU,3,0.605318,0.076336,0
US,0.001024,SEA,PHX,3,0.605318,0.254962,0
WN,0.128376,OAK,SEA,3,0.605318,0.183206,1
WN,0.012927,SFO,SAN,3,0.605318,0.129771,0
WN,0.170485,BWI,LIT,3,0.605318,0.251908,1
WN,0.187508,CLE,MDW,3,0.605318,0.114504,1
WN,0.215666,PHL,FLL,3,0.605318,0.267176,1
WN,0.021631,LAS,PHX,3,0.605318,0.10687,1
WN,0.223474,MDW,DTW,3,0.605318,0.099237,1
WN,0.259823,LAS,ABQ,3,0.605318,0.122137,1
WN,0.032894,RDU,LAS,3,0.605318,0.48855,1
WN,0.390503,BDL,BWI,3,0.605318,0.10687,1
WN,0.436068,OAK,BUR,3,0.605318,0.099237,0
WN,0.047485,MCI,STL,3,0.605318,0.083969,1
WN,0.081275,SNA,OAK,3,0.605318,0.129771,1
WN,0.097018,DEN,MDW,3,0.605318,0.206107,1
WN,0.101881,MDW,TPA,3,0.605318,0.244275,1
WN,0.1262,PHX,ONT,3,0.605318,0.114504,1
XE,0.31358,STL,EWR,3,0.605318,0.227481,1
XE,0.385255,IAD,IAH,3,0.605318,0.30687,1
XE,0.7572,ORD,IND,3,0.605318,0.087023,1
YV,0.33777,CLT,STL,3,0.605318,0.187786,1
YV,0.364393,PHX,YUM,3,0.605318,0.108397,0
FL,0.122872,MCO,CAK,3,0.606018,0.212214,0
UA,0.057212,SMF,DEN,3,0.606018,0.219847,1
YV,0.353513,PHX,TUS,3,0.606018,0.068702,0
YV,0.935108,CHS,IAD,3,0.606018,0.138931,1
EV,0.905926,DTW,IAD,3,0.606718,0.137405,1
EV,0.908102,IAD,BOS,3,0.606718,0.138931,0
OO,0.393191,STL,MKE,3,0.606718,0.11145,1
OO,0.607449,LAX,LAS,3,0.606718,0.105344,0
OO,0.798157,FAT,LAS,3,0.606718,0.122137,1
OO,0.856905,DEN,MTJ,3,0.606718,0.083969,0
UA,0.073083,PDX,DEN,3,0.606718,0.229008,0
UA,0.079355,DCA,ORD,3,0.606718,0.19542,0
FL,0.061948,BWI,MCO,3,0.607418,0.216794,1
OH,0.854985,PHL,DTW,3,0.607418,0.178626,0
OO,0.892871,MSY,ORD,3,0.607418,0.227481,0
YV,0.351338,PHX,SBP,3,0.607418,0.151145,0
B6,0.029822,LGB,SLC,3,0.608118,0.158779,0
B6,0.051325,MSY,BOS,3,0.608118,0.28855,1
OO,0.828875,SMF,LAX,3,0.608118,0.126718,0
OO,0.850122,RAP,DEN,3,0.608118,0.117557,1
OO,0.875208,OMA,ORD,3,0.608118,0.146565,0
XE,0.767183,BIS,ORD,3,0.608118,0.189313,1
9E,0.483937,DTW,AVP,3,0.608817,0.135878,0
9E,0.494432,MEM,SGF,3,0.608817,0.109924,0
9E,0.529246,DTW,ITH,3,0.608817,0.126718,1
9E,0.551005,DTW,SCE,3,0.608817,0.116031,1
AA,0.132216,DFW,IAH,3,0.608817,0.099237,0
AA,0.170613,SJU,BOS,3,0.608817,0.374046,0
AA,0.177397,ORD,LAS,3,0.608817,0.381679,1
AA,0.298477,ORD,DFW,3,0.608817,0.236641,1
AA,0.05798,ORD,RDU,3,0.608817,0.167939,1
AA,0.058876,BDL,MIA,3,0.608817,0.29771,0
AA,0.100858,ORD,DEN,3,0.608817,0.236641,1
AS,0.040317,SEA,SFO,3,0.608817,0.187786,0
AS,0.006656,ANC,SCC,3,0.608817,0.160305,0
B6,0.058236,FLL,BOS,3,0.608817,0.283969,1
CO,0.198515,EWR,CLT,3,0.608817,0.18626,0
CO,0.232945,IAH,SNA,3,0.608817,0.332824,1
CO,0.044797,AUS,EWR,3,0.608817,0.332824,1
CO,0.006656,LAX,IAH,3,0.608817,0.290076,1
DL,0.233585,FLL,ATL,3,0.608817,0.183206,0
DL,0.234609,ATL,MCI,3,0.608817,0.20458,1
DL,0.350058,MEM,LGA,3,0.608817,0.244275,0
DL,0.074363,ATL,LGA,3,0.608817,0.203053,1
EV,0.65967,MEM,HSV,3,0.608817,0.08855,1
EV,0.676565,AEX,ATL,3,0.608817,0.148092,1
F9,0.027646,AUS,DEN,3,0.608817,0.198473,0
F9,0.029438,BNA,DEN,3,0.608817,0.264122,0
F9,0.06118,MKE,LAS,3,0.608817,0.358779,0
FL,0.025342,DCA,ATL,3,0.608817,0.183206,0
MQ,0.366569,DFW,MHK,3,0.608817,0.129771,1
MQ,0.545245,TUL,ORD,3,0.608817,0.175573,1
OO,0.577243,DEN,SLC,3,0.608817,0.135878,0
OO,0.580187,SLC,SAT,3,0.608817,0.244275,1
OO,0.865353,SBA,DEN,3,0.608817,0.216794,0
OO,0.881608,BNA,ORD,3,0.608817,0.160305,0
UA,0.064252,DEN,LAS,3,0.608817,0.187786,0
US,0.227825,BOS,CLT,3,0.608817,0.221374,1
US,0.057468,PHX,SLC,3,0.608817,0.148092,0
US,0.06694,PHX,RNO,3,0.608817,0.167939,0
US,0.079611,STL,PHX,3,0.608817,0.309924,0
US,0.082299,LAS,PHX,3,0.608817,0.103817,0
US,0.115961,CLT,TPA,3,0.608817,0.157252,0
US,0.011647,MSP,PHX,3,0.608817,0.31145,0
US,0.12556,CLT,MSP,3,0.608817,0.259542,0
WN,0.127992,MCI,DAL,3,0.608817,0.145038,0
