@relation luxembourg-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 {0,1}
@attribute att7 {0,1}
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 {0,1}
@attribute att19 {0,1}
@attribute att20 {0,1}
@attribute att21 {0,1}
@attribute att22 {0,1}
@attribute att23 {0,1}
@attribute att24 {0,1}
@attribute att25 {0,1}
@attribute att26 {0,1}
@attribute att27 {0,1}
@attribute att28 {0,1}
@attribute att29 {0,1}
@attribute att30 {0,1}
@attribute att31 numeric
@attribute class {0,1}

@data
1.0,0.42857,1.0,0.4,0.0,0,1,0.6,0.16667,0.5,0.0,0.0,1.0,0.142858,0.468355,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.030826,1
1.0,0.0,1.0,0.6,0.1,1,1,0.2,1.0,0.75,1.0,0.0,1.0,0.285717,0.759495,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.030826,1
0.28571,0.14286,0.66667,0.0,0.0,0,1,0.8,1.0,0.25,1.0,0.0,1.0,0.142858,0.620249,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030892,1
0.57143,0.28571,0.33333,0.5,0.5,1,1,0.7,0.5,0.5,1.0,0.0,1.0,0.571446,0.696201,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.031156,0
0.57143,0.0,0.33333,0.4,0.5,1,0,0.9,1.0,0.25,0.83333,0.0,1.0,0.285717,0.835448,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.031156,0
0.42857,0.28571,0.33333,0.5,0.4,1,1,1.0,0.83333,0.25,0.83333,0.0,0.0,0.428584,0.721519,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.031222,0
0.42857,0.14286,0.66667,0.5,0.5,1,1,1.0,0.5,0.0,1.0,0.0,1.0,0.285717,0.658225,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033565,1
0.71429,0.14286,0.33333,0.5,0.5,0,1,0.9,0.66667,0.25,1.0,0.0,0.5,0.0,0.772154,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.033631,0
0.57143,0.0,1.0,0.2,0.7,1,1,0.9,0.83333,0.25,1.0,0.0,1.0,0.0,0.696201,0.076922,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.033631,1
1.0,0.57143,1.0,0.0,0.5,0,1,0.5,0.83333,0.25,1.0,0.0,1.0,0.285717,0.354427,0.046153,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.033697,1
1.0,0.42857,0.33333,0.5,0.5,1,1,0.5,0.33333,0.0,0.5,0.0,0.0,0.285717,0.873424,0.123077,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.033896,0
0.71429,0.28571,0.0,0.3,0.8,0,1,0.9,0.83333,0.0,0.0,0.0,1.0,0.571446,0.582284,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.033896,0
1.0,0.14286,1.0,0.5,0.5,1,1,0.8,0.16667,0.5,0.16667,0.0,1.0,0.142858,0.41772,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.033896,1
0.71429,0.42857,0.33333,0.4,0.6,0,1,0.7,0.83333,0.25,0.66667,0.0,1.0,0.0,0.405062,0.076922,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.033962,0
1.0,0.14286,0.33333,0.6,0.8,0,1,1.0,0.83333,0.25,0.16667,0.0,1.0,0.285717,0.658225,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033962,0
1.0,0.0,1.0,1.0,1.0,1,1,0.7,0.33333,0.25,1.0,0.0,1.0,0.428584,0.924047,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.033962,1
0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.5,0.25,1.0,0.0,0.25,0.285717,0.721519,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03515,1
0.85714,0.14286,0.33333,0.0,0.6,1,1,0.8,0.33333,0.5,1.0,0.0,1.0,0.285717,0.468355,0.015384,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035282,0
0.42857,0.0,1.0,0.0,0.0,1,1,0.9,0.66667,0.25,1.0,0.0,0.25,0.428584,0.696201,0.015384,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035348,1
1.0,0.14286,0.33333,0.8,0.3,1,1,0.8,0.33333,0.75,1.0,0.0,0.25,0.571446,0.670884,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03548,0
0.14286,0.0,1.0,1.0,1.0,1,1,1.0,0.83333,0.25,1.0,0.0,0.75,0.428584,0.658225,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035546,1
0.28571,0.14286,0.66667,0.6,0.7,1,1,0.4,0.66667,0.75,0.0,0.0,1.0,0.428584,0.468355,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035546,1
1.0,0.28571,0.0,0.6,0.5,1,1,0.3,0.5,0.75,0.16667,0.0,0.75,0.428584,0.594943,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035678,0
0.42857,0.14286,0.66667,0.0,0.0,0,1,0.6,0.83333,0.25,0.33333,0.0,1.0,0.571446,0.493673,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035678,1
0.28571,0.0,0.33333,0.9,0.8,1,1,0.2,0.33333,0.75,0.0,0.0,0.75,0.0,0.303803,0.076922,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.036635,0
0.28571,0.14286,0.33333,0.6,0.4,1,1,0.5,0.66667,0.25,1.0,0.0,1.0,0.142858,0.443038,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036767,0
0.42857,0.57143,0.33333,0.5,0.7,1,1,0.7,0.5,0.25,1.0,0.0,1.0,0.428584,0.70886,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036767,0
0.57143,0.14286,1.0,0.6,0.5,0,1,0.8,1.0,0.25,0.83333,0.0,1.0,0.571446,0.962024,0.030769,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.036833,1
0.85714,0.28571,0.66667,0.5,0.5,1,1,0.8,0.5,0.5,1.0,0.0,1.0,0.0,0.544308,0.076922,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.038087,1
0.71429,0.14286,0.0,0.6,0.4,1,0,1.0,0.83333,0.25,0.66667,0.0,1.0,0.142858,0.405062,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038153,0
1.0,0.28571,0.33333,0.5,0.5,0,0,0.5,0.83333,0.5,1.0,0.0,1.0,0.142858,0.303803,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038219,0
0.71429,0.14286,1.0,0.5,0.6,1,1,0.8,0.33333,0.25,1.0,0.0,0.0,0.285717,0.873424,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038219,1
0.71429,0.42857,0.33333,0.7,0.5,1,0,0.9,0.66667,0.25,0.0,0.0,1.0,0.142858,0.303803,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038219,0
1.0,0.28571,0.33333,0.5,0.5,1,1,0.8,0.33333,0.25,0.5,0.0,1.0,0.0,0.341768,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038285,0
0.42857,0.14286,0.0,0.4,0.6,0,0,0.8,1.0,0.5,0.83333,0.0,1.0,0.428584,0.886083,0.030769,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038417,0
0.85714,0.14286,0.33333,0.9,0.9,1,1,0.9,0.83333,0.0,0.16667,0.0,0.5,0.428584,0.696201,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038483,0
1.0,0.0,1.0,0.5,0.0,1,1,0.7,0.33333,1.0,0.33333,0.0,1.0,0.285717,0.594943,0.015384,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038483,1
0.71429,0.28571,0.0,0.1,0.6,0,1,0.7,0.83333,0.75,1.0,0.0,1.0,0.142858,0.51899,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038483,0
0.71429,0.28571,0.33333,0.6,0.5,0,1,0.8,1.0,0.25,1.0,0.0,1.0,0.142858,0.835448,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038549,0
0.85714,0.28571,0.0,1.0,0.9,1,1,1.0,1.0,0.0,0.16667,0.0,1.0,0.142858,0.430379,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038549,0
0.71429,0.28571,0.66667,0.0,0.8,0,1,1.0,1.0,0.25,1.0,0.0,1.0,0.428584,0.620249,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038615,1
0.28571,0.28571,0.66667,0.5,0.5,1,1,0.8,0.66667,0.5,1.0,0.0,0.75,0.142858,0.506332,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038615,1
0.42857,0.28571,0.33333,0.3,0.8,0,1,0.7,0.66667,0.0,1.0,0.0,0.5,0.428584,0.683543,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038615,0
0.28571,0.14286,0.33333,0.2,0.8,0,1,0.9,0.66667,0.25,0.33333,0.0,0.5,0.285717,0.886083,0.015384,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038615,0
0.85714,0.14286,0.66667,0.2,0.9,0,0,0.6,1.0,0.5,0.33333,0.0,0.75,0.285717,0.594943,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038648,1
0.14286,0.28571,0.66667,0.5,0.5,1,1,0.9,1.0,0.5,0.66667,0.0,0.0,0.0,0.683543,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038648,1
1.0,0.14286,0.33333,0.2,0.1,1,1,0.5,0.5,0.5,0.0,0.0,1.0,0.428584,0.797472,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038648,0
1.0,0.14286,1.0,0.1,0.4,1,1,0.0,0.83333,0.75,1.0,0.0,1.0,0.142858,0.620249,0.061538,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038648,1
0.71429,0.14286,1.0,0.5,0.2,1,0,0.9,1.0,0.5,0.0,0.0,1.0,0.142858,0.316462,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038714,1
0.28571,0.14286,0.66667,0.5,0.6,1,1,0.8,1.0,0.25,1.0,0.0,1.0,0.285717,0.911389,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03878,1
1.0,0.14286,0.66667,0.6,0.2,1,1,0.4,0.83333,0.5,1.0,0.0,1.0,0.285717,0.886083,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03878,1
0.42857,0.28571,0.33333,0.8,0.8,0,0,1.0,0.83333,0.25,0.83333,0.0,1.0,0.142858,0.392403,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03878,0
1.0,0.14286,0.66667,0.3,0.3,0,1,0.7,0.83333,0.0,1.0,0.0,1.0,0.0,0.772154,0.076922,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03878,1
0.42857,0.0,0.66667,0.5,0.5,0,1,0.8,0.33333,0.0,0.83333,0.0,1.0,0.428584,0.696201,0.015384,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03878,1
0.28571,0.14286,0.33333,0.6,0.6,1,1,0.9,0.5,0.0,0.0,0.0,1.0,0.0,0.683543,0.076922,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03878,0
0.85714,0.14286,0.66667,0.7,0.4,1,1,0.8,0.83333,0.25,0.5,0.0,0.75,0.142858,0.468355,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.039671,1
0.85714,0.57143,0.66667,0.4,0.5,1,1,0.8,0.66667,0.75,0.83333,0.0,1.0,0.428584,0.556967,0.123077,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.040001,1
1.0,0.28571,0.66667,0.8,1.0,1,1,1.0,0.33333,0.25,1.0,0.0,0.75,0.428584,0.443038,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.040067,1
0.28571,0.0,1.0,0.7,0.5,1,1,0.8,0.83333,0.0,1.0,0.0,0.25,0.285717,0.746836,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040067,1
0.42857,0.0,1.0,0.0,0.0,1,1,0.0,0.66667,0.75,1.0,0.0,1.0,0.142858,0.721519,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.040133,1
0.71429,0.14286,0.33333,0.6,0.7,0,1,0.9,1.0,0.25,1.0,0.0,1.0,0.142858,0.949365,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.040133,0
0.71429,0.14286,1.0,0.7,0.3,0,1,0.7,0.66667,0.25,0.5,0.0,0.0,0.428584,0.721519,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.040265,1
0.28571,0.14286,0.33333,0.5,0.2,1,1,0.6,0.66667,0.0,0.0,0.0,0.25,0.0,0.797472,0.076922,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.040331,0
